 Output file for Statistics Values Calculation.
Exception at loading the Eyetracking data.,Participant,P010,Section,SECTION10,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION10/DSP_FOR_PD.csv',Error on line 121
Exception at loading the PERCLOS data.,Participant,P010,Section,SECTION10,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION10/PERCLOS.csv',Error on line 137
Exception at loading the Eyetracking data.,Participant,P010,Section,SECTION9,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION9/DSP_FOR_PD.csv',Error on line 121
Exception at loading the PERCLOS data.,Participant,P010,Section,SECTION9,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION9/PERCLOS.csv',Error on line 137
Exception at loading the Eyetracking data.,Participant,P010,Section,SECTION3,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION3/DSP_FOR_PD.csv',Error on line 121
Exception at loading the PERCLOS data.,Participant,P010,Section,SECTION3,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION3/PERCLOS.csv',Error on line 137
Exception at loading the Eyetracking data.,Participant,P010,Section,SECTION12,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION12/DSP_FOR_PD.csv',Error on line 121
Exception at loading the PERCLOS data.,Participant,P010,Section,SECTION12,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION12/PERCLOS.csv',Error on line 137
Exception at loading the Eyetracking data.,Participant,P010,Section,SECTION7,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION7/DSP_FOR_PD.csv',Error on line 121
Exception at loading the PERCLOS data.,Participant,P010,Section,SECTION7,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION7/PERCLOS.csv',Error on line 137
Exception at loading the Eyetracking data.,Participant,P010,Section,SECTION0,Exception:,[Errno 2] No such file or directory: '/home/srinathsibi/Documents/NightwingAnalysis/Data/P010/ClippedData/SECTION0/DSP_FOR_PD.csv',Error on line 121
